name,pid,storeid,门店编码,门店名称,SPU编码,SKU,门店商品名称,总部商品名称,mtpid,美团开放平台唯一标识,商品条码,外部编码,商品描述,渠道库存,实物库存
【色号可选】PLPL 小银盒粉饼控油定妆持久遮瑕油皮干皮干湿两用粉饼 1个,5000069200,31-8-5,1148448,京东便利店（花都新华店）,1895069399157813338,1895069399175405597,【色号可选】PLPL 小银盒粉饼控油定妆持久遮瑕油皮干皮干湿两用粉饼 1个,【色号可选】PLPL 小银盒粉饼控油定妆持久遮瑕油皮干皮干湿两用粉饼 1个,5000069200,2000056889,,,,3,3
（12*20cm）开窗牛皮纸袋茶叶袋坚果食品包装袋自立牛皮纸自封袋干果类密封袋1袋,5000074171,24-5-12,1148448,京东便利店（花都新华店）,1894646133608484943,1894646133603954752,（12*20cm）开窗牛皮纸袋茶叶袋坚果食品包装袋自立牛皮纸自封袋干果类密封袋1袋,（12*20cm）开窗牛皮纸袋茶叶袋坚果食品包装袋自立牛皮纸自封袋干果类密封袋1袋,5000074171,2000060929,,,,45,45
可口可乐 汽水摩登罐 330ml*24/箱,5000074101,,1148448,京东便利店（花都新华店）,1894643031844663342,1894643031849554003,可口可乐 汽水摩登罐 330ml*24/箱,可口可乐 汽水摩登罐 330ml*24/箱,5000074101,2000060860,,,,1,1
瑜伽袜子女中筒袜运动袜室内健身袜秋冬袜子跳操透气防滑硅胶袜/双,5000069232,37-3-2,1148448,京东便利店（花都新华店）,1894644940139737103,1894644940143915084,瑜伽袜子女中筒袜运动袜室内健身袜秋冬袜子跳操透气防滑硅胶袜/双,瑜伽袜子女中筒袜运动袜室内健身袜秋冬袜子跳操透气防滑硅胶袜/双,5000069232,2000056927,,,,0,0
【50*34*18cm】猫咪半封闭厕所成幼猫猫砂盆 防臭防外溅屎盆子 送猫砂铲 1个,5000069280,32-6-2,1148448,京东便利店（花都新华店）,1894641693342191709,1894641693345816644,【50*34*18cm】猫咪半封闭厕所成幼猫猫砂盆 防臭防外溅屎盆子 送猫砂铲 1个,【50*34*18cm】猫咪半封闭厕所成幼猫猫砂盆 防臭防外溅屎盆子 送猫砂铲 1个,5000069280,2000056914,,,,1,1
金达日美 大号指甲刀指甲剪指甲钳 一个,5000073366,24-5-7,1148448,京东便利店（花都新华店）,1894645800873861134,1894645800878047272,金达日美 大号指甲刀指甲剪指甲钳 一个,金达日美 大号指甲刀指甲剪指甲钳 一个,5000073366,2000060278,,,,10,10
金达日美 斜口指甲钳指甲刀 1个/份,5000075231,16A-3-7-08,1148448,京东便利店（花都新华店）,1894645800882135135,1894645800882163776,金达日美 斜口指甲钳指甲刀 1个/份,金达日美 斜口指甲钳指甲刀 1个/份,5000075231,2000061791,,,,8,8
玻璃红酒杯水晶高脚葡萄香槟杯红酒杯 1个,5000072837,34-2-4,1148448,京东便利店（花都新华店）,1894644908645359652,1894644908649562198,玻璃红酒杯水晶高脚葡萄香槟杯红酒杯 1个,玻璃红酒杯水晶高脚葡萄香槟杯红酒杯 1个,5000072837,2000059873,,,,12,12
优选 保温壶保温暖水瓶家用热水瓶家用热水壶小暖壶学生宿舍 1.3L,5000072974,40-9-6,1148448,京东便利店（花都新华店）,1894642384475308127,1894642384470798385,优选 保温壶保温暖水瓶家用热水瓶家用热水壶小暖壶学生宿舍 1.3L,优选 保温壶保温暖水瓶家用热水瓶家用热水壶小暖壶学生宿舍 1.3L,5000072974,2000059990,6936433604765.0,,,2,2
紫砂烟灰缸带盖防风复古家用客厅摆件防飞灰密封大号多功能烟灰缸 1个,5000073383,34-4-2,1148448,京东便利店（花都新华店）,1894645199151251512,1894645199151104022,紫砂烟灰缸带盖防风复古家用客厅摆件防飞灰密封大号多功能烟灰缸 1个,紫砂烟灰缸带盖防风复古家用客厅摆件防飞灰密封大号多功能烟灰缸 1个,5000073383,2000060294,,,,2,2
莫小仙 22度重庆麻辣自热火锅 350g/盒,5000071544,9-1-13,1148448,京东便利店（花都新华店）,1894645584255320149,1894645584255463498,莫小仙 22度重庆麻辣自热火锅 350g/盒,莫小仙 22度重庆麻辣自热火锅 350g/盒,5000071544,2000058801,,,,0,0
毕业送老师礼物创意生日礼物网红小夜灯卧室台灯少女心床头灯黄,5000073232,19-7-3,1148448,京东便利店（花都新华店）,1894644551076028420,1894644551076048978,毕业送老师礼物创意生日礼物网红小夜灯卧室台灯少女心床头灯黄,毕业送老师礼物创意生日礼物网红小夜灯卧室台灯少女心床头灯黄,5000073232,2000060207,,,,1,1
优选  1.5L密封罐玻璃瓶子食品蜂蜜瓶咸菜罐带盖泡酒泡菜坛子家用小储物罐子一个,5000073208,20-3-1,1148448,京东便利店（花都新华店）,1894642338937270279,1894642338941431892,优选  1.5L密封罐玻璃瓶子食品蜂蜜瓶咸菜罐带盖泡酒泡菜坛子家用小储物罐子一个,优选  1.5L密封罐玻璃瓶子食品蜂蜜瓶咸菜罐带盖泡酒泡菜坛子家用小储物罐子一个,5000073208,2000060153,,,1800毫升,3,3
优选 led强光手电筒可充电多用途远射便携超亮家用小迷你便携侧灯 一个,5000073506,29-2-16,1148448,京东便利店（花都新华店）,1894642369144541273,1894642369148903430,优选 led强光手电筒可充电多用途远射便携超亮家用小迷你便携侧灯 一个,优选 led强光手电筒可充电多用途远射便携超亮家用小迷你便携侧灯 一个,5000073506,2000060420,,,,5,5
卡尔顿 水牛乳厚切吐司面包早餐蛋糕零食点心小吃 1包,5000069430,6-1-2,1148448,京东便利店（花都新华店）,1894642953520726089,1894642953524408373,卡尔顿 水牛乳厚切吐司面包早餐蛋糕零食点心小吃 1包,卡尔顿 水牛乳厚切吐司面包早餐蛋糕零食点心小吃 1包,5000069430,2000057046,,,,0,0
卡尔顿 水牛乳厚切吐司面包早餐蛋糕零食点心小吃 1包,5000069432,18A-4-5-02,1148448,京东便利店（花都新华店）,1894642953520726089,1894642953520410651,卡尔顿 水牛乳厚切吐司面包早餐蛋糕零食点心小吃 1包,卡尔顿 水牛乳厚切吐司面包早餐蛋糕零食点心小吃 1包,5000069432,2000057046,,,,0,0
饼干帆布鞋女鞋子2025春季新款韩版百搭休闲小白鞋学生原宿风板鞋/1双 39,5000074113,06B-1-2-08,1148448,京东便利店（花都新华店）,1894646006746992679,1894646006746980400,饼干帆布鞋女鞋子2025春季新款韩版百搭休闲小白鞋学生原宿风板鞋/1双 39,饼干帆布鞋女鞋子2025春季新款韩版百搭休闲小白鞋学生原宿风板鞋/1双 39,5000074113,2000060870,,,,0,0
2025秋季百搭新款小清新少女单鞋性感高跟鞋女细跟黑色职业尖头鞋7cm高/1双 39,5000072446,06A-4-2-08,1148448,京东便利店（花都新华店）,1894641376638783564,1894641376638726153,2025秋季百搭新款小清新少女单鞋性感高跟鞋女细跟黑色职业尖头鞋7cm高/1双 39,2025秋季百搭新款小清新少女单鞋性感高跟鞋女细跟黑色职业尖头鞋7cm高/1双 39,5000072446,2000059510,,,,0,0
母亲 原味牛肉棒 22g/袋,5000075031,30-5-14,1148448,京东便利店（花都新华店）,1894644536773505095,1894644536774217791,母亲 原味牛肉棒 22g/袋,母亲 原味牛肉棒 22g/袋,5000075031,2000061617,,,,2,2
有友 麻辣豆干 90g/袋,5000074772,7-3-12,1148448,京东便利店（花都新华店）,1894644401071661125,1894644401071026195,有友 麻辣豆干 90g/袋,有友 麻辣豆干 90g/袋,5000074772,2000061408,,,,27,27
尖头粗跟平底单鞋职业女鞋黑色工作鞋软底银行 洒店上班皮鞋1双,5000071985,40-7-18,1148448,京东便利店（花都新华店）,1894643542635335697,1894643542635335746,尖头粗跟平底单鞋职业女鞋黑色工作鞋软底银行 洒店上班皮鞋1双,尖头粗跟平底单鞋职业女鞋黑色工作鞋软底银行 洒店上班皮鞋1双,5000071985,2000059179,,,,1,1
尖头粗跟平底单鞋职业女鞋黑色工作鞋软底银行 洒店上班皮鞋1双,5000071986,41-4-3,1148448,京东便利店（花都新华店）,1894643542635335697,1894643542640083012,尖头粗跟平底单鞋职业女鞋黑色工作鞋软底银行 洒店上班皮鞋1双,尖头粗跟平底单鞋职业女鞋黑色工作鞋软底银行 洒店上班皮鞋1双,5000071986,2000059179,,,,2,2
尖头粗跟平底单鞋职业女鞋黑色工作鞋软底银行 洒店上班皮鞋1双,5000071987,06A-3-6-08,1148448,京东便利店（花都新华店）,1894643542635335697,1894643542640083013,尖头粗跟平底单鞋职业女鞋黑色工作鞋软底银行 洒店上班皮鞋1双,尖头粗跟平底单鞋职业女鞋黑色工作鞋软底银行 洒店上班皮鞋1双,5000071987,2000059179,,,,3,3
尖头粗跟平底单鞋职业女鞋黑色工作鞋软底银行 洒店上班皮鞋1双,5000071988,35-1-9,1148448,京东便利店（花都新华店）,1894643542635335697,1894643542635905074,尖头粗跟平底单鞋职业女鞋黑色工作鞋软底银行 洒店上班皮鞋1双,尖头粗跟平底单鞋职业女鞋黑色工作鞋软底银行 洒店上班皮鞋1双,5000071988,2000059179,,,,1,1
居家夏季新款凉拖鞋女家用室内静音防滑情侣浴室洗澡可外穿拖鞋男,5000069213,06A-3-4-10,1148448,京东便利店（花都新华店）,1894643542593630294,1894643542593400879,居家夏季新款凉拖鞋女家用室内静音防滑情侣浴室洗澡可外穿拖鞋男,居家夏季新款凉拖鞋女家用室内静音防滑情侣浴室洗澡可外穿拖鞋男,5000069213,2000056883,,,,0,0
居家夏季新款凉拖鞋女家用室内静音防滑情侣浴室洗澡可外穿拖鞋男,5000069214,36-5-10,1148448,京东便利店（花都新华店）,1894643542593630294,1894643542598160446,居家夏季新款凉拖鞋女家用室内静音防滑情侣浴室洗澡可外穿拖鞋男,居家夏季新款凉拖鞋女家用室内静音防滑情侣浴室洗澡可外穿拖鞋男,5000069214,2000056883,,,,1,1
居家夏季新款凉拖鞋女家用室内静音防滑情侣浴室洗澡可外穿拖鞋男,5000069216,40-4-10,1148448,京东便利店（花都新华店）,1894643542593630294,1894643542601777154,居家夏季新款凉拖鞋女家用室内静音防滑情侣浴室洗澡可外穿拖鞋男,居家夏季新款凉拖鞋女家用室内静音防滑情侣浴室洗澡可外穿拖鞋男,5000069216,2000056883,,,,3,3
硅胶后跟贴高跟鞋脚后跟帖防磨脚随意隐形防磨硅胶小圆贴 6个装,5000071195,31-5-31,1148448,京东便利店（花都新华店）,1894645120272531545,1894645120276721714,硅胶后跟贴高跟鞋脚后跟帖防磨脚随意隐形防磨硅胶小圆贴 6个装,硅胶后跟贴高跟鞋脚后跟帖防磨脚随意隐形防磨硅胶小圆贴 6个装,5000071195,2000058535,,,,1,1
黑色厚底家居拖鞋女夏季室内家用防滑防臭洗澡静音情侣踩屎感凉拖鞋男一双,5000071889,40-2-11,1148448,京东便利店（花都新华店）,1894646115984199741,1894646115979247705,黑色厚底家居拖鞋女夏季室内家用防滑防臭洗澡静音情侣踩屎感凉拖鞋男一双,黑色厚底家居拖鞋女夏季室内家用防滑防臭洗澡静音情侣踩屎感凉拖鞋男一双,5000071889,2000059075,,,,0,0
黑色厚底家居拖鞋女夏季室内家用防滑防臭洗澡静音情侣踩屎感凉拖鞋男一双,5000071890,20-2-9,1148448,京东便利店（花都新华店）,1894646115984199741,1894646115984142424,黑色厚底家居拖鞋女夏季室内家用防滑防臭洗澡静音情侣踩屎感凉拖鞋男一双,黑色厚底家居拖鞋女夏季室内家用防滑防臭洗澡静音情侣踩屎感凉拖鞋男一双,5000071890,2000059075,,,,0,0
黑色厚底家居拖鞋女夏季室内家用防滑防臭洗澡静音情侣踩屎感凉拖鞋男一双,5000071891,40-7-3,1148448,京东便利店（花都新华店）,1894646115984199741,1894646115983998994,黑色厚底家居拖鞋女夏季室内家用防滑防臭洗澡静音情侣踩屎感凉拖鞋男一双,黑色厚底家居拖鞋女夏季室内家用防滑防臭洗澡静音情侣踩屎感凉拖鞋男一双,5000071891,2000059075,,,,3,3
有友 泡椒花生 100g/袋,5000074885,9-3-6,1148448,京东便利店（花都新华店）,1894644401079914528,1894644401079414809,有友 泡椒花生 100g/袋,有友 泡椒花生 100g/袋,5000074885,2000061497,,,,24,24
春秋新款法式少女高跟鞋潮尖头浅口细跟单鞋仙女风婚鞋女黑色 一双,5000075015,06A-4-5-02,1148448,京东便利店（花都新华店）,1894644227946848304,1894644227951132679,春秋新款法式少女高跟鞋潮尖头浅口细跟单鞋仙女风婚鞋女黑色 一双,春秋新款法式少女高跟鞋潮尖头浅口细跟单鞋仙女风婚鞋女黑色 一双,5000075015,2000061606,,,,0,0
母亲 香烤味牛肉棒 22g/袋,5000072518,30-2-14,1148448,京东便利店（花都新华店）,1894644551076757563,1894644551076048977,母亲 香烤味牛肉棒 22g/袋,母亲 香烤味牛肉棒 22g/袋,5000072518,2000059578,,,,8,8
按压u型枕按压充气枕头吹气旅行飞机护颈枕牛奶丝护颈枕,5000071002,17-4-4,1148448,京东便利店（花都新华店）,1894644094337355851,1894644094342070323,按压u型枕按压充气枕头吹气旅行飞机护颈枕牛奶丝护颈枕,按压u型枕按压充气枕头吹气旅行飞机护颈枕牛奶丝护颈枕,5000071002,2000058365,,,,5,5
优选 床单磨毛床单单件不易掉色学生宿舍床单120*230深灰 一套,5000074697,17-4-9,1148448,京东便利店（花都新华店）,1894642447565463566,1894642447570382942,优选 床单磨毛床单单件不易掉色学生宿舍床单120*230深灰 一套,优选 床单磨毛床单单件不易掉色学生宿舍床单120*230深灰 一套,5000074697,2000061346,,,,0,0
法式少女高跟鞋9厘米鞋子潮尖头浅口细跟单鞋仙女风婚鞋女 1双,5000072770,35-2-11,1148448,京东便利店（花都新华店）,1894644598329143336,1894644598329204746,法式少女高跟鞋9厘米鞋子潮尖头浅口细跟单鞋仙女风婚鞋女 1双,法式少女高跟鞋9厘米鞋子潮尖头浅口细跟单鞋仙女风婚鞋女 1双,5000072770,2000059820,,,,3,3
法式少女高跟鞋9厘米鞋子潮尖头浅口细跟单鞋仙女风婚鞋女 1双,5000072771,40-5-22,1148448,京东便利店（花都新华店）,1894644598329143336,1894644598333837402,法式少女高跟鞋9厘米鞋子潮尖头浅口细跟单鞋仙女风婚鞋女 1双,法式少女高跟鞋9厘米鞋子潮尖头浅口细跟单鞋仙女风婚鞋女 1双,5000072771,2000059820,,,,1,1
法式少女高跟鞋9厘米鞋子潮尖头浅口细跟单鞋仙女风婚鞋女 1双,5000072772,40-5-16,1148448,京东便利店（花都新华店）,1894644598329143336,1894644598333837403,法式少女高跟鞋9厘米鞋子潮尖头浅口细跟单鞋仙女风婚鞋女 1双,法式少女高跟鞋9厘米鞋子潮尖头浅口细跟单鞋仙女风婚鞋女 1双,5000072772,2000059820,,,,1,1
法式少女高跟鞋9厘米鞋子潮尖头浅口细跟单鞋仙女风婚鞋女 1双,5000072773,40-5-8,1148448,京东便利店（花都新华店）,1894644598329143336,1894644598333263939,法式少女高跟鞋9厘米鞋子潮尖头浅口细跟单鞋仙女风婚鞋女 1双,法式少女高跟鞋9厘米鞋子潮尖头浅口细跟单鞋仙女风婚鞋女 1双,5000072773,2000059820,,,,2,2
法式少女高跟鞋9厘米鞋子潮尖头浅口细跟单鞋仙女风婚鞋女 1双,5000072774,40-8-19,1148448,京东便利店（花都新华店）,1894644598329143336,1894644598338031681,法式少女高跟鞋9厘米鞋子潮尖头浅口细跟单鞋仙女风婚鞋女 1双,法式少女高跟鞋9厘米鞋子潮尖头浅口细跟单鞋仙女风婚鞋女 1双,5000072774,2000059820,,,,3,3
居家用拖鞋男女夏天室内情侣居家居待客用静音防臭酒店四季软底凉拖鞋（颜色随机）1双,5000069463,36-5-8,1148448,京东便利店（花都新华店）,1894643542602498116,1894643542597644289,居家用拖鞋男女夏天室内情侣居家居待客用静音防臭酒店四季软底凉拖鞋（颜色随机）1双,居家用拖鞋男女夏天室内情侣居家居待客用静音防臭酒店四季软底凉拖鞋（颜色随机）1双,5000069463,2000057075,,,,0,0
居家用拖鞋男女夏天室内情侣居家居待客用静音防臭酒店四季软底凉拖鞋（颜色随机）1双,5000069465,40-4-8,1148448,京东便利店（花都新华店）,1894643542602498116,1894643542602018858,居家用拖鞋男女夏天室内情侣居家居待客用静音防臭酒店四季软底凉拖鞋（颜色随机）1双,居家用拖鞋男女夏天室内情侣居家居待客用静音防臭酒店四季软底凉拖鞋（颜色随机）1双,5000069465,2000057075,,,,0,0
居家用拖鞋男女夏天室内情侣居家居待客用静音防臭酒店四季软底凉拖鞋（颜色随机）1双,5000069467,40-5-3,1148448,京东便利店（花都新华店）,1894643542602498116,1894643542601752666,居家用拖鞋男女夏天室内情侣居家居待客用静音防臭酒店四季软底凉拖鞋（颜色随机）1双,居家用拖鞋男女夏天室内情侣居家居待客用静音防臭酒店四季软底凉拖鞋（颜色随机）1双,5000069467,2000057075,,,,3,3
居家用拖鞋男女夏天室内情侣居家居待客用静音防臭酒店四季软底凉拖鞋（颜色随机）1双,5000069468,40-2-3,1148448,京东便利店（花都新华店）,1894643542602498116,1894643542606016591,居家用拖鞋男女夏天室内情侣居家居待客用静音防臭酒店四季软底凉拖鞋（颜色随机）1双,居家用拖鞋男女夏天室内情侣居家居待客用静音防臭酒店四季软底凉拖鞋（颜色随机）1双,5000069468,2000057075,,,,1,1
居家用拖鞋男女夏天室内情侣居家居待客用静音防臭酒店四季软底凉拖鞋（颜色随机）1双,5000069469,21-4-6,1148448,京东便利店（花都新华店）,1894643542602498116,1894643542610722914,居家用拖鞋男女夏天室内情侣居家居待客用静音防臭酒店四季软底凉拖鞋（颜色随机）1双,居家用拖鞋男女夏天室内情侣居家居待客用静音防臭酒店四季软底凉拖鞋（颜色随机）1双,5000069469,2000057075,,,,2,2
居家用拖鞋男女夏天室内情侣居家居待客用静音防臭酒店四季软底凉拖鞋（颜色随机）1双,5000069470,25-6-9,1148448,京东便利店（花都新华店）,1894643542602498116,1894643542610722915,居家用拖鞋男女夏天室内情侣居家居待客用静音防臭酒店四季软底凉拖鞋（颜色随机）1双,居家用拖鞋男女夏天室内情侣居家居待客用静音防臭酒店四季软底凉拖鞋（颜色随机）1双,5000069470,2000057075,,,,1,1
经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,5000071755,41-4-2,1148448,京东便利店（花都新华店）,1894645231165644810,1894645231165653004,经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,5000071755,2000058995,,,,3,3
经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,5000071757,38-6-11,1148448,京东便利店（花都新华店）,1894645231165644810,1894645231170568286,经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,5000071757,2000058995,,,,3,3
经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,5000071758,40-5-19,1148448,京东便利店（花都新华店）,1894645231165644810,1894645231170506798,经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,5000071758,2000058995,,,,2,2
经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,5000071759,22-6-2,1148448,京东便利店（花都新华店）,1894645231165644810,1894645231170089004,经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,5000071759,2000058995,,,,3,3
经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,5000071760,22-3-1,1148448,京东便利店（花都新华店）,1894645231165644810,1894645231174598693,经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,5000071760,2000058995,,,,3,3
经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,5000071763,22-4-7,1148448,京东便利店（花都新华店）,1894645231165644810,1894645231174615118,经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,5000071763,2000058995,,,,3,3
经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,5000071766,38-7-7,1148448,京东便利店（花都新华店）,1894645231165644810,1894645231174123614,经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,5000071766,2000058995,,,,3,3
经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,5000071767,34-7-1,1148448,京东便利店（花都新华店）,1894645231165644810,1894645231178367015,经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,5000071767,2000058995,,,,3,3
经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,5000071768,40-5-10,1148448,京东便利店（花都新华店）,1894645231165644810,1894645231174283284,经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,5000071768,2000058995,,,,3,3
经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,5000071769,40-6-12,1148448,京东便利店（花都新华店）,1894645231165644810,1894645231178326040,经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,经典百搭低帮帆布鞋男女鞋子学生男女情侣款平底鞋鞋潮1双,5000071769,2000058995,,,,3,3
黎祥 清凉润喉糖薄荷糖 20g/袋,5000069181,9-2-6,1148448,京东便利店（花都新华店）,1894646115962515488,1894646115963183107,黎祥 清凉润喉糖薄荷糖 20g/袋,黎祥 清凉润喉糖薄荷糖 20g/袋,5000069181,2000056892,,,,6,6
霸王丝 青豆辣条 20g/袋,5000069426,3-4-3,1148448,京东便利店（花都新华店）,1894645929232756809,1894645929227862049,霸王丝 青豆辣条 20g/袋,霸王丝 青豆辣条 20g/袋,5000069426,2000057048,6930487900453.0,,,1,1
锐澳 强爽8度苹果西打风味鸡尾酒 500ml/罐,5000072951,11-4-24/B-6-36,1148448,京东便利店（花都新华店）,1894645832008081459,1894645832012329037,锐澳 强爽8度苹果西打风味鸡尾酒 500ml/罐,锐澳 强爽8度苹果西打风味鸡尾酒 500ml/罐,5000072951,2000059968,,,,5,5
百岁山 饮用天然矿泉水 570ml*24/箱,5000074860,DB1-1-0-01,1148448,京东便利店（花都新华店）,1894645037996982341,1894645038001897518,百岁山 饮用天然矿泉水 570ml*24/箱,百岁山 饮用天然矿泉水 570ml*24/箱,5000074860,2000061467,,,,3,3
可利鲜 鲜花保鲜剂5g/袋 延长花卉鲜切花花期营养液保 水剂,5000074624,29-2-23,1148448,京东便利店（花都新华店）,1894643031865651281,1894643031874621452,可利鲜 鲜花保鲜剂5g/袋 延长花卉鲜切花花期营养液保 水剂,可利鲜 鲜花保鲜剂5g/袋 延长花卉鲜切花花期营养液保 水剂,5000074624,2000061288,,,,8,8
百威 9.7度经典啤酒 500ml*12罐/箱,5000075361,19B-0-1-02,1148448,京东便利店（花都新华店）,1894645022864633858,1894645022864592919,百威 9.7度经典啤酒 500ml*12罐/箱,百威 9.7度经典啤酒 500ml*12罐/箱,5000075361,2000061908,,,,3,3
三面毛带把鞋油刷荷木黑色猪鬃毛木质鞋油刷皮鞋护理刷一把鞋刷,5000075271,32-3-35,1148448,京东便利店（花都新华店）,1894642056786939943,1894642056790638691,三面毛带把鞋油刷荷木黑色猪鬃毛木质鞋油刷皮鞋护理刷一把鞋刷,三面毛带把鞋油刷荷木黑色猪鬃毛木质鞋油刷皮鞋护理刷一把鞋刷,5000075271,2000061831,,,,1,1
(五个装)不锈钢晒腊肉的大挂钩S型挂钩尖头钩子烤鸭猪肉香肠鱼加粗S钩单钩,5000073167,31-1-32,1148448,京东便利店（花都新华店）,1894641312033173519,1894641312033878102,(五个装)不锈钢晒腊肉的大挂钩S型挂钩尖头钩子烤鸭猪肉香肠鱼加粗S钩单钩,(五个装)不锈钢晒腊肉的大挂钩S型挂钩尖头钩子烤鸭猪肉香肠鱼加粗S钩单钩,5000073167,2000060163,,,,0,0
免打孔硅胶门吸卫生间门后防撞门吸盘静音缓冲防撞垫门顶吸墙器一个,5000073358,27-5-13,1148448,京东便利店（花都新华店）,1894642698502864971,1894642698507186252,免打孔硅胶门吸卫生间门后防撞门吸盘静音缓冲防撞垫门顶吸墙器一个,免打孔硅胶门吸卫生间门后防撞门吸盘静音缓冲防撞垫门顶吸墙器一个,5000073358,2000060270,,,,7,7
透明家居安全保护婴幼儿童桌角直角玻璃防磕碰防撞角护角 一个,5000073638,17-5-10,1148448,京东便利店（花都新华店）,1894645752958754914,1894645752962297876,透明家居安全保护婴幼儿童桌角直角玻璃防磕碰防撞角护角 一个,透明家居安全保护婴幼儿童桌角直角玻璃防磕碰防撞角护角 一个,5000073638,2000060524,,,,27,27
凯思密 粘鞋专用胶皮鞋修鞋匠沾鞋树脂胶软性防水强力补鞋胶水 60ml/瓶,5000072986,24-1-8,1148448,京东便利店（花都新华店）,1894642788281380910,1894642788285534274,凯思密 粘鞋专用胶皮鞋修鞋匠沾鞋树脂胶软性防水强力补鞋胶水 60ml/瓶,凯思密 粘鞋专用胶皮鞋修鞋匠沾鞋树脂胶软性防水强力补鞋胶水 60ml/瓶,5000072986,2000060001,,,,5,5
丽芝士 纳宝帝奶酪味威化饼 56g/袋,5000075000,6-2-5,1148448,京东便利店（花都新华店）,1894642118107328575,1894642118111256580,丽芝士 纳宝帝奶酪味威化饼 56g/袋,丽芝士 纳宝帝奶酪味威化饼 56g/袋,5000075000,2000061591,,,,2,2
拉美拉 速干温和假睫毛胶水睫毛粘合剂遇水即溶附带工具/件,5000073070,31-8-23,1148448,京东便利店（花都新华店）,1894644077363511380,1894644077363613730,拉美拉 速干温和假睫毛胶水睫毛粘合剂遇水即溶附带工具/件,拉美拉 速干温和假睫毛胶水睫毛粘合剂遇水即溶附带工具/件,5000073070,2000060050,,,,1,1
玛丽佳人 假睫毛胶水防过敏超粘持久双眼皮胶水 12ml/瓶（新老包装）,5000073493,18-2-3,1148448,京东便利店（花都新华店）,1894644908653125639,1894644908657369112,玛丽佳人 假睫毛胶水防过敏超粘持久双眼皮胶水 12ml/瓶（新老包装）,玛丽佳人 假睫毛胶水防过敏超粘持久双眼皮胶水 12ml/瓶（新老包装）,5000073493,2000060408,6953710803932.0,,,8,8
多力多滋 烈焰烧烤味玉米片 68g/袋,5000072148,2-3-10,1148448,京东便利店（花都新华店）,1894643189311598678,1894643189316309035,多力多滋 烈焰烧烤味玉米片 68g/袋,多力多滋 烈焰烧烤味玉米片 68g/袋,5000072148,2000059304,,,,0,0
丰蓝1号 燃气灶电池1号 1个/件,5000069267,27-4-3,1148448,京东便利店（花都新华店）,1894642118086119436,1894642118094635072,丰蓝1号 燃气灶电池1号 1个/件,丰蓝1号 燃气灶电池1号 1个/件,5000069267,2000056907,,,,2,2
优选 保健气囊按摩气垫梳圆筒梳子防静电美发梳洗头排骨滚梳子一个,5000072153,31-4-6,1148448,京东便利店（花都新华店）,1894642384453783647,1894642384458104909,优选 保健气囊按摩气垫梳圆筒梳子防静电美发梳洗头排骨滚梳子一个,优选 保健气囊按摩气垫梳圆筒梳子防静电美发梳洗头排骨滚梳子一个,5000072153,2000059311,,,,1,1
益力多 活菌型乳酸菌乳饮品 100ml/瓶,5000074176,BX2-1-2-01,1148448,京东便利店（花都新华店）,1894645070662303746,1894645070658088989,益力多 活菌型乳酸菌乳饮品 100ml/瓶,益力多 活菌型乳酸菌乳饮品 100ml/瓶,5000074176,2000060919,,,,76,76
